time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
755,10,0.6422,0.9938,2,0.4456,0.9101
755,11,0.7617,0.8906,6,0.8653,0.8929
755,12,0.3281,0.4969,30,0.7348,0.8292
755,13,0.3788,0.8531,9,0.4417,0.8085
755,14,0.7852,0.9656,3,0.8326,0.9068
755,15,0.6344,0.9938,2,0.2812,0.8438
755,16,0.4266,0.5906,21,0.7694,0.8397
755,17,0.7266,0.7875,9,0.8637,0.8676
755,18,0.4688,0.6656,20,0.8035,0.8131
755,19,0.4031,0.4875,15,0.8511,0.9085
755,20,0.1641,0.2719,90,0.3814,0.6137
755,21,0.1453,0.1781,66,0.739,0.749
755,22,0.2719,0.3844,39,0.7728,0.802
755,23,0.2875,0.4031,24,0.6028,0.8743
755,24,0.325,0.4969,30,0.5457,0.8235
755,25,0.3797,0.5062,18,0.7084,0.8861
755,26,0.2344,0.3937,39,0.4046,0.799
755,27,0.225,0.4031,45,0.3822,0.7644
760,0,0.825,0.9656,3,0.8186,0.8737
760,1,0.7987,0.9563,3,0.7804,0.9362
760,2,0.8844,0.9563,3,0.8076,0.8636
760,3,0.668,0.9281,6,0.8085,0.8919
760,4,0.6125,0.7875,12,0.8644,0.9084
760,5,0.9313,0.975,3,0.7415,0.8723
760,6,0.8719,0.9938,2,0.6017,0.9062
760,7,0.8844,0.9938,2,0.4261,0.7273
760,8,0.757,0.9469,3,0.8548,0.8983
760,9,0.6875,0.8719,6,0.8613,0.8673
760,10,0.6398,0.9938,2,0.4431,0.9326
760,11,0.7781,0.9281,6,0.8308,0.8919
760,12,0.3344,0.5156,24,0.7073,0.8452
760,13,0.375,0.8344,8,0.4669,0.8882
760,14,0.7734,0.9375,5,0.8326,0.8973
760,15,0.6375,0.9938,2,0.2644,0.7931
760,16,0.4313,0.6,18,0.8153,0.8594
760,17,0.7312,0.8156,9,0.8574,0.8673
760,18,0.4828,0.6844,14,0.8068,0.8614
760,19,0.4031,0.4688,18,0.8409,0.8941
760,20,0.1687,0.2719,96,0.5047,0.588
760,21,0.1359,0.1781,66,0.7418,0.749
760,22,0.2812,0.4031,51,0.7011,0.733
760,23,0.2687,0.4219,30,0.6062,0.8378
760,24,0.2969,0.4594,33,0.5378,0.8216
760,25,0.3914,0.5062,24,0.6961,0.8509
760,26,0.2484,0.4219,41,0.3943,0.7784
760,27,0.2203,0.3937,57,0.3531,0.7062
765,0,0.8594,0.9938,2,0.544,0.8298
765,1,0.8156,0.975,3,0.6834,0.8868
765,2,0.8937,0.9844,3,0.722,0.9268
765,3,0.6562,0.8812,6,0.8241,0.8537
765,4,0.625,0.7594,12,0.843,0.8525
765,5,0.9188,0.9656,3,0.8165,0.8723
765,6,0.8594,0.975,3,0.747,0.9159
765,7,0.8812,0.9844,3,0.5926,0.8235
765,8,0.7617,0.9469,3,0.8524,0.8983
765,9,0.6937,0.9,3,0.8995,0.9062
765,10,0.6562,0.9938,2,0.423,0.8989
765,11,0.7641,0.9,6,0.8209,0.871
765,12,0.3375,0.525,30,0.6931,0.8026
765,13,0.39,0.8438,9,0.4552,0.8839
765,14,0.7734,0.9469,3,0.828,0.8696
765,15,0.6406,0.9938,2,0.2692,0.8077
765,16,0.4172,0.5625,21,0.8306,0.85
765,17,0.6844,0.7781,9,0.8811,0.9313
765,18,0.5203,0.7312,12,0.8216,0.8605
765,19,0.3984,0.4313,18,0.8471,0.9011
765,20,0.1453,0.2344,108,0.4932,0.5592
765,21,0.1406,0.1781,66,0.7508,0.7526
765,22,0.2906,0.4219,33,0.7826,0.8216
765,23,0.2563,0.3844,48,0.5853,0.8083
765,24,0.2875,0.45,45,0.4404,0.7644
765,25,0.3867,0.5062,24,0.7408,0.8509
765,26,0.2484,0.4219,41,0.3892,0.7784
765,27,0.2016,0.3563,39,0.4053,0.8107
770,0,0.8469,0.9656,3,0.8029,0.8723
770,1,0.8156,0.975,3,0.7145,0.8723
770,2,0.8937,0.9563,3,0.8623,0.9143
770,3,0.6445,0.8625,6,0.827,0.9077
770,4,0.6375,0.7219,12,0.7868,0.8812
770,5,0.9344,0.9656,3,0.785,0.8421
770,6,0.8656,0.9656,3,0.7906,0.9053
770,7,0.9062,0.9938,2,0.4792,0.8125
770,8,0.7547,0.9281,5,0.8313,0.8868
770,9,0.6875,0.9375,3,0.8789,0.8966
770,10,0.6469,0.9938,2,0.437,0.8966
770,11,0.7617,0.8719,6,0.8272,0.8769
770,12,0.3312,0.5156,21,0.7158,0.8645
770,13,0.3862,0.8531,9,0.4756,0.8085
770,14,0.7945,0.975,3,0.7633,0.8973
770,15,0.6281,0.9844,3,0.381,0.7429
770,16,0.4219,0.5813,18,0.7633,0.8657
770,17,0.6703,0.75,9,0.8979,0.9084
770,18,0.5016,0.6937,15,0.7674,0.8469
770,19,0.4031,0.45,27,0.8141,0.8466
770,20,0.1359,0.2156,108,0.4984,0.5697
770,21,0.1453,0.1875,69,0.7067,0.7596
770,22,0.2906,0.4125,33,0.7713,0.8245
770,23,0.25,0.3937,36,0.5532,0.8144
770,24,0.2875,0.4313,45,0.4537,0.7568
770,25,0.4008,0.5156,30,0.7557,0.8661
770,26,0.2484,0.4219,41,0.3892,0.7784
770,27,0.2109,0.3844,33,0.4211,0.8325
775,0,0.8563,0.9938,2,0.5423,0.8393
775,1,0.8025,0.9563,3,0.8117,0.9077
775,2,0.875,0.9375,3,0.821,0.8846
775,3,0.6375,0.8625,6,0.8432,0.9155
775,4,0.6219,0.7312,18,0.8278,0.8563
775,5,0.9437,0.9938,2,0.5426,0.8421
775,6,0.8812,0.9844,3,0.6785,0.9082
775,7,0.9031,0.9938,2,0.5303,0.8052
775,8,0.7383,0.9469,3,0.8538,0.9155
775,9,0.6906,0.9281,6,0.8466,0.9068
775,10,0.6398,0.975,3,0.5952,0.9022
775,11,0.7594,0.8906,5,0.8107,0.8615
775,12,0.3281,0.525,27,0.6824,0.8224
775,13,0.375,0.8063,9,0.5024,0.8548
775,14,0.7875,0.9844,3,0.7142,0.8452
775,15,0.625,0.9938,2,0.2683,0.8049
775,16,0.4313,0.6,24,0.6923,0.8125
775,17,0.6656,0.75,9,0.8878,0.8881
775,18,0.4922,0.6656,15,0.7602,0.8598
775,19,0.3891,0.4688,18,0.791,0.8941
775,20,0.1219,0.1969,117,0.3412,0.5447
775,21,0.1453,0.1781,69,0.7302,0.757
775,22,0.2578,0.3563,27,0.8062,0.8689
775,23,0.2469,0.375,24,0.6216,0.88
775,24,0.2844,0.4219,51,0.4721,0.7243
775,25,0.3961,0.525,30,0.7292,0.8204
775,26,0.2531,0.4406,41,0.3905,0.7709
775,27,0.1969,0.3563,54,0.3738,0.7379
780,0,0.825,0.9844,3,0.6432,0.8023
780,1,0.8137,0.9656,3,0.84,0.9032
780,2,0.8781,0.9656,3,0.8081,0.8846
780,3,0.6586,0.8812,6,0.825,0.8723
780,4,0.6406,0.7312,15,0.8259,0.8613
780,5,0.9531,0.9844,3,0.6746,0.8966
780,6,0.8812,0.9656,3,0.804,0.8989
780,7,0.8875,0.9938,2,0.5409,0.837
780,8,0.7266,0.8906,6,0.8223,0.9189
780,9,0.6531,0.8906,3,0.885,0.9143
780,10,0.6047,0.9563,3,0.6252,0.8731
780,11,0.7383,0.8625,6,0.8439,0.8983
780,12,0.3406,0.5813,21,0.657,0.8433
780,13,0.3956,0.8719,6,0.5168,0.8792
780,14,0.7945,0.9656,3,0.7688,0.8475
780,15,0.6375,0.9938,2,0.2414,0.7241
780,16,0.4547,0.6375,15,0.7186,0.8707
780,17,0.7219,0.825,6,0.885,0.8929
780,18,0.4781,0.6469,12,0.8066,0.8938
780,19,0.4078,0.5156,12,0.7537,0.9226
780,20,0.1313,0.2062,105,0.386,0.5866
780,21,0.1547,0.1969,57,0.6673,0.7782
780,22,0.2766,0.375,36,0.7218,0.82
780,23,0.2469,0.3656,48,0.5958,0.8008
780,24,0.2875,0.4406,33,0.5042,0.8156
780,25,0.3914,0.525,21,0.7951,0.8743
780,26,0.2625,0.4688,18,0.457,0.8941
780,27,0.1875,0.3375,54,0.3726,0.7453
785,0,0.8344,0.9938,2,0.5096,0.831
785,1,0.8213,0.975,3,0.7862,0.8868
785,2,0.9125,0.9563,3,0.8095,0.8571
785,3,0.6609,0.8906,3,0.857,0.9143
785,4,0.6,0.6937,12,0.8421,0.8865
785,5,0.9344,0.9844,3,0.7168,0.9268
785,6,0.8656,0.9563,3,0.837,0.8831
785,7,0.8812,0.9938,2,0.5442,0.8469
785,8,0.743,0.9094,6,0.7884,0.9032
785,9,0.6625,0.9,3,0.8807,0.9062
785,10,0.6164,0.9938,2,0.4161,0.8951
785,11,0.7242,0.8625,6,0.865,0.9118
785,12,0.3406,0.5719,18,0.7271,0.8686
785,13,0.4162,0.9094,6,0.4699,0.8714
785,14,0.7898,0.9563,3,0.8305,0.8743
785,15,0.6188,0.975,5,0.4096,0.8537
785,16,0.4266,0.6,24,0.695,0.8125
785,17,0.7078,0.8063,9,0.8674,0.88
785,18,0.4406,0.5719,15,0.805,0.8905
785,19,0.3797,0.4688,15,0.8303,0.9118
785,20,0.1219,0.1781,123,0.4953,0.5323
785,21,0.15,0.1969,57,0.586,0.7782
785,22,0.2953,0.3937,36,0.7146,0.8144
785,23,0.2469,0.3563,24,0.6592,0.8835
785,24,0.2906,0.45,32,0.5263,0.8182
785,25,0.3984,0.5156,15,0.7344,0.9032
785,26,0.2578,0.4688,36,0.4089,0.7882
785,27,0.2062,0.375,54,0.365,0.73
790,0,0.8187,0.9844,3,0.6668,0.8831
790,1,0.81,0.9656,3,0.7911,0.8654
790,2,0.925,0.975,3,0.7839,0.8846
790,3,0.6469,0.8719,6,0.8282,0.8537
790,4,0.6125,0.7031,12,0.8668,0.8846
790,5,0.9188,0.975,3,0.7679,0.8929
790,6,0.85,0.9375,3,0.8367,0.85
790,7,0.875,0.9938,2,0.273,0.819
790,8,0.7383,0.9187,6,0.8219,0.9155
790,9,0.6469,0.8438,9,0.8829,0.9294
790,10,0.607,0.9938,2,0.4593,0.9211
790,11,0.743,0.9,6,0.8675,0.9032
790,12,0.3563,0.5719,21,0.7069,0.8467
790,13,0.4219,0.9375,3,0.4912,0.8562
790,14,0.7945,0.9844,3,0.7506,0.8765
790,15,0.6219,0.975,3,0.489,0.8421
790,16,0.4219,0.6,18,0.721,0.8594
790,17,0.7031,0.7875,9,0.8601,0.8676
790,18,0.4406,0.5813,21,0.8011,0.8433
790,19,0.3891,0.4781,24,0.7206,0.8563
790,20,0.1078,0.15,141,0.4699,0.4816
790,21,0.15,0.1875,54,0.6162,0.7923
790,22,0.2953,0.4125,30,0.7719,0.8404
790,23,0.2594,0.3656,24,0.6561,0.8818
790,24,0.3094,0.4781,45,0.4891,0.7486
790,25,0.4102,0.5437,18,0.8159,0.8839
790,26,0.2531,0.4688,27,0.4206,0.8412
790,27,0.2063,0.3844,33,0.4162,0.8325
795,0,0.8375,0.9938,2,0.5507,0.8302
795,1,0.7987,0.9469,6,0.7439,0.9032
795,2,0.9188,0.975,3,0.7502,0.8983
795,3,0.6258,0.8531,6,0.7523,0.8732
795,4,0.6062,0.6937,12,0.8762,0.8994
795,5,0.9062,0.9563,6,0.7111,0.8723
795,6,0.8094,0.9,3,0.8192,0.9062
795,7,0.8719,0.9938,2,0.2745,0.8235
795,8,0.7477,0.8812,6,0.8296,0.8732
795,9,0.6844,0.9281,6,0.8537,0.9281
795,10,0.6188,0.9844,3,0.5205,0.9016
795,11,0.7289,0.9,6,0.8324,0.9155
795,12,0.3563,0.5813,18,0.7317,0.8657
795,13,0.4125,0.9469,3,0.4725,0.8235
795,14,0.8016,0.9563,3,0.8139,0.8868
795,15,0.6219,0.975,5,0.4057,0.8421
795,16,0.4031,0.5531,21,0.7153,0.8531
795,17,0.6469,0.75,9,0.7896,0.8875
795,18,0.4359,0.5906,21,0.8046,0.8397
795,19,0.4172,0.4875,24,0.7761,0.8537
795,20,0.1031,0.1406,165,0.3656,0.4
795,21,0.1594,0.1969,54,0.6601,0.7899
795,22,0.3,0.4031,30,0.7522,0.8429
795,23,0.2531,0.3656,33,0.643,0.8374
795,24,0.3062,0.4875,45,0.4901,0.7568
795,25,0.4102,0.5437,24,0.7834,0.8678
795,26,0.2437,0.45,33,0.4062,0.8125
795,27,0.1875,0.3469,42,0.3995,0.799
800,0,0.8219,0.9938,2,0.5185,0.7857
800,1,0.7838,0.8906,6,0.8063,0.8764
800,2,0.8969,0.975,3,0.7466,0.8875
800,3,0.6281,0.8344,6,0.8465,0.8868
800,4,0.6063,0.6844,12,0.8818,0.8879
800,5,0.9188,0.9844,3,0.72,0.9062
800,6,0.7875,0.8531,3,0.836,0.9362
800,7,0.8625,0.9938,2,0.3867,0.76
800,8,0.7477,0.8812,6,0.8257,0.8636
800,9,0.7094,0.9563,6,0.7677,0.9226
800,10,0.6141,0.9844,3,0.4558,0.7891
800,11,0.7383,0.9094,6,0.8575,0.8941
800,12,0.3625,0.6,15,0.7443,0.8828
800,13,0.4162,0.9375,3,0.502,0.85
800,14,0.7758,0.9187,6,0.8184,0.8696
800,15,0.625,0.9844,3,0.414,0.8421
800,16,0.3656,0.4781,36,0.7541,0.7844
800,17,0.6094,0.6937,24,0.7493,0.7551
800,18,0.4406,0.5906,30,0.7732,0.7753
800,19,0.4172,0.5062,24,0.8403,0.8481
800,20,0.1125,0.1594,153,0.3812,0.4312
800,21,0.1547,0.1781,72,0.7051,0.741
800,22,0.3094,0.4125,30,0.7962,0.8404
800,23,0.2625,0.4031,36,0.6033,0.8115
800,24,0.3156,0.4875,24,0.5667,0.8537
800,25,0.4031,0.5437,24,0.8236,0.8778
800,26,0.225,0.4219,33,0.4108,0.8216
800,27,0.1875,0.3469,42,0.3995,0.799
805,0,0.8063,0.9938,2,0.5625,0.8475
805,1,0.7612,0.8625,9,0.8036,0.8554
805,2,0.875,0.9656,6,0.6332,0.8737
805,3,0.6164,0.8156,6,0.8453,0.925
805,4,0.6156,0.7312,9,0.8883,0.8953
805,5,0.9031,0.975,3,0.7831,0.8696
805,6,0.8031,0.8812,6,0.8216,0.88
805,7,0.8656,0.9938,2,0.4257,0.877
805,8,0.7664,0.9,6,0.8322,0.8831
805,9,0.6906,0.9187,9,0.8052,0.9255
805,10,0.6258,0.9938,2,0.3579,0.8407
805,11,0.75,0.9187,6,0.777,0.9221
805,12,0.35,0.5531,15,0.7021,0.8951
805,13,0.4088,0.9187,3,0.4987,0.8846
805,14,0.7828,0.9563,5,0.7787,0.8786
805,15,0.6281,0.9938,2,0.2807,0.8421
805,16,0.3422,0.45,27,0.7886,0.8466
805,17,0.5813,0.6375,15,0.8367,0.8707
805,18,0.4031,0.5531,18,0.8178,0.8741
805,19,0.4172,0.5156,21,0.7878,0.8645
805,20,0.1125,0.1594,78,0.651,0.71
805,21,0.1406,0.15,72,0.7106,0.741
805,22,0.2953,0.3844,57,0.7018,0.7107
805,23,0.2406,0.375,24,0.6297,0.88
805,24,0.2938,0.4688,30,0.5555,0.8429
805,25,0.3984,0.525,27,0.769,0.8678
805,26,0.2344,0.4406,33,0.4078,0.8156
805,27,0.1781,0.3281,81,0.3116,0.6233
810,0,0.8187,0.9844,3,0.6716,0.8182
810,1,0.7556,0.8812,9,0.8056,0.8686
810,2,0.8469,0.9187,6,0.804,0.8737
810,3,0.6234,0.8625,6,0.8433,0.8784
810,4,0.6094,0.6937,12,0.8813,0.8992
810,5,0.9,0.9938,2,0.5385,0.82
810,6,0.8281,0.9094,6,0.784,0.8421
810,7,0.8594,0.9938,2,0.4937,0.856
810,8,0.7477,0.8719,6,0.8462,0.8696
810,9,0.6906,0.9094,6,0.861,0.9226
810,10,0.6047,0.9656,3,0.5708,0.856
810,11,0.7242,0.8812,6,0.7747,0.9155
810,12,0.3406,0.5344,36,0.6588,0.7584
810,13,0.4125,0.9281,6,0.4881,0.8404
810,14,0.7734,0.9094,6,0.7694,0.8156
810,15,0.6344,0.975,3,0.4647,0.7692
810,16,0.3234,0.4219,54,0.7331,0.7581
810,17,0.5672,0.6656,15,0.8593,0.8598
810,18,0.375,0.5062,21,0.7414,0.8671
810,19,0.4453,0.525,21,0.7684,0.8618
810,20,0.1078,0.1406,122,0.4448,0.5878
810,21,0.1359,0.15,78,0.7013,0.7224
810,22,0.2812,0.3563,57,0.6668,0.7233
810,23,0.25,0.4031,24,0.6222,0.8743
810,24,0.3062,0.4688,27,0.5517,0.8492
810,25,0.4008,0.5062,24,0.7372,0.8546
810,26,0.2297,0.4313,33,0.4093,0.8187
810,27,0.1875,0.3469,111,0.2344,0.4689
815,0,0.7844,0.9656,3,0.7982,0.8438
815,1,0.7537,0.8812,9,0.8054,0.8875
815,2,0.8719,0.9656,3,0.755,0.8696
815,3,0.5977,0.8063,9,0.8146,0.8676
815,4,0.625,0.7406,9,0.8826,0.9204
815,5,0.9031,0.9938,2,0.5381,0.8286
815,6,0.8469,0.9469,3,0.8137,0.8537
815,7,0.8719,0.9938,2,0.4322,0.8966
815,8,0.7641,0.9,6,0.8165,0.8859
815,9,0.6969,0.9563,3,0.8599,0.9268
815,10,0.6234,0.9656,3,0.5573,0.8448
815,11,0.7172,0.9187,3,0.8558,0.9221
815,12,0.3531,0.5719,30,0.6871,0.781
815,13,0.4125,0.9281,3,0.5108,0.8696
815,14,0.7875,0.9375,6,0.813,0.896
815,15,0.6312,0.9844,3,0.4042,0.8125
815,16,0.3094,0.4031,48,0.763,0.8088
815,17,0.5531,0.6469,9,0.8995,0.9204
815,18,0.3656,0.5156,18,0.6372,0.8839
815,19,0.4547,0.5531,24,0.6904,0.8322
815,20,0.1172,0.1594,102,0.6043,0.6208
815,21,0.1219,0.1406,87,0.6328,0.6836
815,22,0.2812,0.3656,48,0.6853,0.7635
815,23,0.2406,0.3656,33,0.609,0.8374
815,24,0.2844,0.4219,30,0.5532,0.8378
815,25,0.3984,0.5062,27,0.7761,0.8745
815,26,0.2203,0.4125,44,0.383,0.766
815,27,0.1922,0.3563,111,0.2306,0.4612
820,0,0.7875,0.9844,3,0.6738,0.8154
820,1,0.7519,0.8812,6,0.8106,0.8421
820,2,0.85,0.9656,3,0.7959,0.8846
820,3,0.5859,0.8531,6,0.8266,0.8732
820,4,0.6188,0.7781,9,0.8757,0.8882
820,5,0.8875,0.9844,3,0.6812,0.831
820,6,0.8312,0.8906,3,0.8251,0.9143
820,7,0.8781,0.9938,2,0.4856,0.8318
820,8,0.7781,0.8906,6,0.8508,0.8973
820,9,0.7062,0.975,3,0.7916,0.8941
820,10,0.6164,0.9656,3,0.6101,0.8846
820,11,0.6961,0.9,3,0.833,0.9062
820,12,0.3625,0.5813,18,0.7342,0.8657
820,13,0.4162,0.9469,6,0.4668,0.8792
820,14,0.7852,0.9375,3,0.8498,0.9032
820,15,0.6094,0.9656,3,0.5119,0.8085
820,16,0.2906,0.3937,45,0.7917,0.8154
820,17,0.5391,0.6094,15,0.8871,0.8941
820,18,0.3563,0.4969,30,0.614,0.8137
820,19,0.4594,0.5344,24,0.6834,0.8389
820,20,0.1266,0.1688,102,0.606,0.6519
820,21,0.1125,0.1219,96,0.6352,0.6655
820,22,0.2719,0.3375,57,0.7534,0.7756
820,23,0.2437,0.3656,33,0.5805,0.8374
820,24,0.2875,0.4406,30,0.5523,0.8324
820,25,0.3937,0.5344,15,0.8296,0.8993
820,26,0.2016,0.375,39,0.4025,0.805
820,27,0.2016,0.375,66,0.335,0.67
825,0,0.8312,0.9844,3,0.6311,0.8361
825,1,0.7481,0.8812,6,0.8401,0.8902
825,2,0.8688,0.9844,3,0.6835,0.8269
825,3,0.6164,0.9094,6,0.7851,0.9032
825,4,0.6094,0.7125,9,0.8665,0.9022
825,5,0.9062,0.9938,2,0.587,0.8966
825,6,0.8281,0.9094,3,0.8685,0.9159
825,7,0.8969,0.9938,2,0.4014,0.8043
825,8,0.7828,0.9281,6,0.8299,0.8903
825,9,0.7031,0.9656,3,0.8081,0.8807
825,10,0.5906,0.9281,3,0.6767,0.9211
825,11,0.6773,0.8531,3,0.8487,0.9362
825,12,0.3594,0.5906,12,0.7632,0.9084
825,13,0.4144,0.9281,3,0.4775,0.8696
825,14,0.7734,0.9375,3,0.8681,0.9189
825,15,0.6094,0.975,3,0.4817,0.82
825,16,0.2391,0.3469,45,0.806,0.8273
825,17,0.5203,0.5813,15,0.8833,0.8881
825,18,0.3234,0.4313,24,0.6412,0.8681
825,19,0.4828,0.5625,30,0.7829,0.7857
825,20,0.1359,0.1781,66,0.5745,0.749
825,21,0.1219,0.15,90,0.669,0.6691
825,22,0.2719,0.3469,57,0.708,0.7273
825,23,0.2281,0.3563,27,0.6258,0.8689
825,24,0.2719,0.4406,26,0.5148,0.8547
825,25,0.382,0.5344,15,0.7194,0.8993
825,26,0.2063,0.3844,48,0.3782,0.7563
825,27,0.2063,0.3844,51,0.3706,0.7411
830,0,0.8094,0.9563,6,0.7458,0.8361
830,1,0.7388,0.9187,6,0.8236,0.8659
830,2,0.8594,0.9844,3,0.6545,0.8636
830,3,0.6023,0.9,6,0.8429,0.9221
830,4,0.5938,0.6656,9,0.859,0.9159
830,5,0.8531,0.975,3,0.7998,0.8875
830,6,0.8,0.9,6,0.8611,0.8909
830,7,0.8812,0.9844,3,0.6255,0.8515
830,8,0.7898,0.9375,3,0.8259,0.85
830,9,0.7094,0.9938,2,0.5494,0.8636
830,10,0.6047,0.975,3,0.5934,0.9062
830,11,0.7031,0.8812,6,0.8255,0.895
830,12,0.3375,0.5437,18,0.6943,0.8767
830,13,0.4162,0.8812,6,0.486,0.8421
830,14,0.7805,0.9281,6,0.8435,0.8929
830,15,0.6094,0.9938,2,0.2976,0.8929
830,16,0.2344,0.3563,59,0.7353,0.757
830,17,0.5344,0.6281,15,0.8616,0.8739
830,18,0.2906,0.4219,27,0.6538,0.8541
830,19,0.4781,0.5813,24,0.7004,0.8209
830,20,0.1547,0.2062,75,0.6067,0.7047
830,21,0.1219,0.15,90,0.669,0.6691
830,22,0.2859,0.375,36,0.8283,0.8366
830,23,0.2375,0.3656,33,0.5846,0.8374
830,24,0.2781,0.4406,26,0.5066,0.8547
830,25,0.382,0.4875,30,0.7476,0.8197
830,26,0.2063,0.3844,48,0.3782,0.7563
830,27,0.1875,0.3469,48,0.3852,0.7703
835,0,0.7844,0.9563,3,0.7577,0.7857
835,1,0.7463,0.9,8,0.8104,0.8732
835,2,0.875,0.975,3,0.6827,0.7981
835,3,0.5953,0.8531,6,0.8485,0.9118
835,4,0.6,0.675,12,0.853,0.8846
835,5,0.8656,0.9844,3,0.7199,0.8983
835,6,0.8,0.8906,6,0.7875,0.8286
835,7,0.8688,0.9938,2,0.2923,0.877
835,8,0.7828,0.9187,3,0.865,0.9143
835,9,0.6813,0.9375,3,0.8499,0.872
835,10,0.5883,0.9563,3,0.6237,0.8636
835,11,0.7336,0.8906,6,0.8054,0.8477
835,12,0.3375,0.525,21,0.7964,0.8618
835,13,0.4088,0.8812,6,0.4639,0.8467
835,14,0.7594,0.9375,3,0.8902,0.9155
835,15,0.6219,0.9938,2,0.2879,0.8636
835,16,0.2297,0.3656,51,0.7554,0.7621
835,17,0.5203,0.6188,15,0.8656,0.877
835,18,0.2906,0.4219,27,0.7319,0.8541
835,19,0.4828,0.6,24,0.8028,0.8125
835,20,0.15,0.2062,78,0.6189,0.6929
835,21,0.1172,0.15,96,0.6487,0.6724
835,22,0.2859,0.3563,45,0.7283,0.8207
835,23,0.2312,0.3469,36,0.5464,0.8278
835,24,0.2844,0.45,42,0.5098,0.768
835,25,0.382,0.4781,21,0.7785,0.8743
835,26,0.1922,0.3563,36,0.4126,0.8252
835,27,0.1828,0.3375,48,0.3868,0.7736
840,0,0.8031,0.975,3,0.6762,0.7785
840,1,0.75,0.8719,8,0.7839,0.8765
840,2,0.8625,0.9844,3,0.6414,0.8992
840,3,0.5906,0.8625,3,0.8543,0.9318
840,4,0.6063,0.6469,15,0.8591,0.8707
840,5,0.8594,0.9938,2,0.5922,0.9032
840,6,0.8094,0.9281,3,0.7638,0.8696
840,7,0.8781,0.9938,2,0.2891,0.8673
840,8,0.7852,0.9375,3,0.8242,0.8548
840,9,0.7094,0.9656,6,0.7091,0.8558
840,10,0.6,0.9938,2,0.4382,0.8993
840,11,0.7406,0.9,6,0.8129,0.8286
840,12,0.3375,0.5437,15,0.7844,0.8973
840,13,0.4088,0.9,3,0.4863,0.9062
840,14,0.7734,0.9563,6,0.7662,0.9118
840,15,0.6,0.9844,3,0.4183,0.8548
840,16,0.2438,0.4031,59,0.7278,0.7645
840,17,0.5203,0.6469,21,0.7988,0.8142
840,18,0.3,0.4219,30,0.7896,0.8378
840,19,0.4922,0.5813,21,0.741,0.8433
840,20,0.1453,0.2156,102,0.4573,0.5936
840,21,0.1219,0.1594,96,0.6522,0.6724
840,22,0.2766,0.3469,54,0.67,0.7416
840,23,0.2375,0.3656,36,0.6052,0.8227
840,24,0.2875,0.4688,36,0.5149,0.7882
840,25,0.4008,0.5062,24,0.8224,0.8537
840,26,0.1922,0.3563,36,0.4126,0.8252
840,27,0.1922,0.3563,45,0.3908,0.7816
845,0,0.7938,0.975,3,0.7611,0.8636
845,1,0.7444,0.8812,6,0.7978,0.8902
845,2,0.8812,0.9938,2,0.5263,0.8515
845,3,0.5883,0.8719,6,0.8103,0.8784
845,4,0.6125,0.675,9,0.8813,0.928
845,5,0.8344,0.9938,2,0.5895,0.8953
845,6,0.7875,0.9,6,0.8179,0.8487
845,7,0.8688,0.9938,2,0.4986,0.8707
845,8,0.7758,0.9187,5,0.8179,0.8571
845,9,0.6969,0.975,3,0.7897,0.8816
845,10,0.5977,0.9844,3,0.5481,0.9062
845,11,0.743,0.9375,3,0.818,0.8615
845,12,0.3531,0.5531,15,0.789,0.8951
845,13,0.42,0.9563,3,0.4512,0.8286
845,14,0.7734,0.9563,3,0.8647,0.9118
845,15,0.6125,0.975,3,0.4566,0.7447
845,16,0.2625,0.3937,54,0.7367,0.7518
845,17,0.5203,0.6469,18,0.8276,0.8407
845,18,0.3187,0.4688,21,0.8029,0.8765
845,19,0.4641,0.5719,18,0.7887,0.8686
845,20,0.1359,0.2062,102,0.4196,0.5984
845,21,0.1266,0.1594,69,0.7062,0.7435
845,22,0.2812,0.3563,45,0.7845,0.7874
845,23,0.2156,0.3094,36,0.6281,0.8371
845,24,0.2469,0.4219,56,0.4496,0.6973
845,25,0.4055,0.5344,18,0.8573,0.8941
845,26,0.2016,0.375,33,0.4175,0.835
845,27,0.1922,0.3563,54,0.3689,0.7379
850,0,0.8063,0.9938,2,0.5606,0.9032
850,1,0.7931,0.9187,6,0.7665,0.8983
850,2,0.9156,0.9844,3,0.6322,0.7692
850,3,0.6258,0.8719,3,0.8384,0.9268
850,4,0.6781,0.7406,9,0.8926,0.9016
850,5,0.8563,0.9844,3,0.6616,0.8043
850,6,0.8219,0.9094,12,0.6727,0.8318
850,7,0.8531,0.975,3,0.644,0.8525
850,8,0.757,0.9281,6,0.7772,0.8442
850,9,0.6969,0.9563,3,0.826,0.8645
850,10,0.5859,0.9844,3,0.538,0.8882
850,11,0.7547,0.9281,3,0.8623,0.8846
850,12,0.3219,0.4594,18,0.7828,0.896
850,13,0.4125,0.9656,3,0.453,0.8645
850,14,0.7852,0.975,5,0.7242,0.8989
850,15,0.6031,0.9656,3,0.5003,0.7736
850,16,0.3094,0.4313,39,0.8096,0.85
850,17,0.6422,0.7125,21,0.7983,0.8248
850,18,0.375,0.525,15,0.8136,0.9013
850,19,0.4172,0.4781,27,0.7153,0.8383
850,20,0.1266,0.1875,141,0.3492,0.4577
850,21,0.1266,0.1688,69,0.7065,0.7406
850,22,0.2719,0.3375,45,0.758,0.7877
850,23,0.2375,0.3375,33,0.6743,0.8653
