time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
245,24,0.3188,0.4875,30,0.5446,0.8352
245,25,0.4266,0.6188,9,0.8354,0.9262
245,26,0.2484,0.4781,63,0.3114,0.6228
245,27,0.1734,0.3375,18,0.4575,0.9151
250,0,0.7,0.7688,6,0.8408,0.9189
250,1,0.7762,0.9375,3,0.8426,0.8868
250,2,0.9219,0.9375,3,0.7883,0.9062
250,3,0.7359,0.9281,6,0.8058,0.8541
250,4,0.7,0.8438,9,0.813,0.82
250,5,0.8937,0.9281,3,0.7803,0.8696
250,6,0.7875,0.975,3,0.7519,0.8258
250,7,0.85,0.975,3,0.5964,0.7891
250,8,0.7242,0.9469,3,0.8175,0.8723
250,9,0.6813,0.9,3,0.8739,0.9062
250,10,0.5367,0.9938,2,0.4065,0.8235
250,11,0.825,0.9094,9,0.7355,0.7692
250,12,0.2969,0.4031,42,0.6602,0.794
250,13,0.3862,0.8438,6,0.5403,0.88
250,14,0.7453,0.9938,2,0.5538,0.7692
250,15,0.5719,0.8344,6,0.5723,0.8868
250,16,0.4828,0.6375,12,0.8297,0.8966
250,17,0.8344,0.9656,5,0.7096,0.8737
250,18,0.5297,0.5625,15,0.8253,0.8929
250,19,0.3516,0.4969,23,0.8046,0.8571
250,20,0.3375,0.3844,51,0.7379,0.7753
250,21,0.2391,0.2906,45,0.7855,0.8018
250,22,0.3375,0.5437,21,0.831,0.8562
250,23,0.3,0.4688,36,0.4951,0.7882
250,24,0.3312,0.4781,33,0.5243,0.8024
250,25,0.4312,0.6094,15,0.8159,0.8973
250,26,0.2531,0.4875,42,0.372,0.7439
250,27,0.1781,0.3469,21,0.4498,0.8995
255,0,0.7188,0.7875,9,0.8785,0.9098
255,1,0.7706,0.9187,6,0.8139,0.9053
255,2,0.9219,0.9844,3,0.6823,0.8537
255,3,0.7406,0.9281,6,0.7845,0.8325
255,4,0.6875,0.8156,9,0.862,0.8875
255,5,0.9,0.975,3,0.7043,0.7931
255,6,0.8,0.9563,3,0.7973,0.8562
255,7,0.8656,0.9844,3,0.6233,0.8448
255,8,0.7055,0.9187,6,0.834,0.88
255,9,0.6844,0.8812,9,0.823,0.8626
255,10,0.5344,0.9938,2,0.4409,0.9016
255,11,0.8086,0.9094,9,0.7458,0.8085
255,12,0.3094,0.4219,42,0.6259,0.7783
255,13,0.3844,0.8438,6,0.5588,0.88
255,14,0.7359,0.9938,2,0.5574,0.8286
255,15,0.5563,0.8156,6,0.5844,0.8983
255,16,0.4406,0.6,20,0.811,0.8438
255,17,0.7641,0.8906,5,0.8251,0.8571
255,18,0.4734,0.4875,18,0.8411,0.8902
255,19,0.3844,0.5625,35,0.751,0.752
255,20,0.3703,0.4219,45,0.7346,0.7936
255,21,0.2438,0.2906,48,0.7367,0.7885
255,22,0.3187,0.5156,30,0.8089,0.8114
255,23,0.3219,0.5156,33,0.4982,0.7871
255,24,0.3594,0.5344,30,0.4878,0.7987
255,25,0.4242,0.5813,17,0.8369,0.8731
255,26,0.2531,0.4875,51,0.3445,0.689
255,27,0.1734,0.3375,30,0.4292,0.8585
260,0,0.7031,0.7875,6,0.8866,0.9118
260,1,0.7388,0.8156,9,0.8591,0.9135
260,2,0.9,0.9938,2,0.5841,0.8846
260,3,0.7078,0.8906,6,0.8288,0.8652
260,4,0.6844,0.7781,6,0.8575,0.9155
260,5,0.8906,0.975,3,0.7356,0.8125
260,6,0.8156,0.9656,3,0.8248,0.8973
260,7,0.8531,0.975,3,0.7808,0.8673
260,8,0.7242,0.9563,6,0.7715,0.8769
260,9,0.6937,0.9094,3,0.8524,0.8966
260,10,0.525,0.975,3,0.5867,0.8626
260,11,0.8203,0.9281,6,0.7899,0.8636
260,12,0.3156,0.4125,39,0.5947,0.7926
260,13,0.3844,0.8906,6,0.5408,0.8636
260,14,0.7336,0.9938,2,0.5454,0.7429
260,15,0.5656,0.8438,6,0.5783,0.88
260,16,0.4406,0.6,18,0.8058,0.8594
260,17,0.7406,0.9,3,0.886,0.9062
260,18,0.4734,0.4781,18,0.8402,0.8922
260,19,0.3891,0.5719,36,0.7904,0.8583
260,20,0.4031,0.45,45,0.7203,0.7816
260,21,0.2531,0.2906,48,0.7389,0.7885
260,22,0.3234,0.525,21,0.8615,0.8618
260,23,0.3375,0.5437,75,0.4135,0.632
260,24,0.375,0.5719,27,0.525,0.8029
260,25,0.4172,0.5813,17,0.8372,0.8731
260,26,0.2437,0.4688,39,0.3853,0.7706
260,27,0.1734,0.3375,30,0.4292,0.8585
265,0,0.7156,0.8344,6,0.8837,0.8972
265,1,0.7463,0.9,8,0.8153,0.8909
265,2,0.9,0.9844,3,0.6694,0.8636
265,3,0.6984,0.8812,3,0.8869,0.9211
265,4,0.6781,0.7969,9,0.8384,0.8989
265,5,0.8719,0.975,3,0.7644,0.8989
265,6,0.7969,0.9844,3,0.6938,0.8882
265,7,0.8688,0.9938,2,0.5611,0.8598
265,8,0.7031,0.9469,5,0.8446,0.9189
265,9,0.6906,0.9375,6,0.807,0.8855
265,10,0.5484,0.9938,2,0.4354,0.8855
265,11,0.8039,0.9094,6,0.804,0.8571
265,12,0.3125,0.4406,21,0.6884,0.8827
265,13,0.375,0.8625,6,0.5421,0.8636
265,14,0.7359,0.9844,3,0.6776,0.8085
265,15,0.5594,0.8438,6,0.5973,0.9118
265,16,0.3891,0.5062,24,0.8404,0.8481
265,17,0.7125,0.8812,11,0.7833,0.8562
265,18,0.4266,0.4594,18,0.832,0.896
265,19,0.45,0.6375,15,0.8591,0.8707
265,20,0.4125,0.4781,44,0.7606,0.7847
265,21,0.2437,0.2719,33,0.6842,0.8584
265,22,0.3328,0.5344,18,0.8695,0.8792
265,23,0.3438,0.5906,45,0.5114,0.7212
265,24,0.3594,0.5813,27,0.4802,0.7985
265,25,0.4078,0.5719,12,0.8109,0.9124
265,26,0.2391,0.4594,29,0.4162,0.8324
265,27,0.1781,0.3469,24,0.4426,0.8852
270,0,0.6875,0.7875,8,0.8847,0.9159
270,1,0.7162,0.8344,8,0.7754,0.8491
270,2,0.8781,0.9938,2,0.5344,0.88
270,3,0.7078,0.9281,6,0.8327,0.9077
270,4,0.6969,0.7875,9,0.8112,0.8953
270,5,0.8781,0.9938,2,0.5945,0.8989
270,6,0.7781,0.9469,6,0.7715,0.8743
270,7,0.8906,0.9938,2,0.5391,0.8315
270,8,0.6844,0.9563,5,0.8363,0.9155
270,9,0.6781,0.8625,6,0.8646,0.877
270,10,0.532,0.9938,2,0.4145,0.8594
270,11,0.7992,0.9,3,0.8213,0.9062
270,12,0.2938,0.3937,21,0.6968,0.8918
270,13,0.3937,0.9,6,0.5424,0.8743
270,14,0.7453,0.9938,2,0.5581,0.7692
270,15,0.575,0.8719,6,0.5695,0.8548
270,16,0.3609,0.4594,36,0.7561,0.7919
270,17,0.6562,0.825,15,0.802,0.872
270,18,0.4266,0.4406,18,0.83,0.8994
270,19,0.4453,0.6375,15,0.8245,0.8707
270,20,0.4266,0.4688,44,0.7564,0.7716
270,21,0.2203,0.2906,24,0.721,0.8943
270,22,0.3563,0.5813,21,0.8299,0.8433
270,23,0.3438,0.5719,45,0.4902,0.6715
270,24,0.35,0.525,38,0.4029,0.75
270,25,0.4195,0.5719,12,0.8226,0.9143
270,26,0.2578,0.4969,20,0.4379,0.8758
270,27,0.1734,0.3375,27,0.4363,0.8726
275,0,0.7031,0.7688,9,0.8165,0.8953
275,1,0.7294,0.8719,9,0.7506,0.8989
275,2,0.8656,0.9844,3,0.6876,0.8393
275,3,0.7125,0.9469,3,0.8495,0.9302
275,4,0.6875,0.8156,18,0.7378,0.7595
275,5,0.8937,0.975,3,0.7642,0.8442
275,6,0.7656,0.9469,3,0.8356,0.8421
275,7,0.8812,0.9938,2,0.4551,0.7404
275,8,0.6562,0.9375,5,0.823,0.8689
275,9,0.6625,0.8438,8,0.8597,0.8828
275,10,0.5344,0.9938,2,0.4398,0.88
275,11,0.8016,0.9187,3,0.8497,0.8846
275,12,0.2938,0.3937,21,0.715,0.8918
275,13,0.3975,0.9,6,0.5234,0.9102
275,14,0.7289,0.9938,2,0.6176,0.8868
275,15,0.5781,0.8438,6,0.5667,0.88
275,16,0.3609,0.4688,27,0.7825,0.8412
275,17,0.6703,0.8906,9,0.7265,0.7429
275,18,0.4172,0.4219,18,0.8305,0.9043
275,19,0.4969,0.6656,24,0.7995,0.8233
275,20,0.4266,0.4969,45,0.7075,0.7816
275,21,0.2297,0.3187,39,0.7906,0.8211
275,22,0.3469,0.5531,27,0.791,0.8112
275,23,0.325,0.5344,75,0.4414,0.64
275,24,0.3563,0.525,50,0.4373,0.6711
275,25,0.4031,0.5719,9,0.8459,0.9343
275,26,0.2344,0.4594,36,0.396,0.7919
275,27,0.1781,0.3469,42,0.3995,0.799
280,0,0.6906,0.75,9,0.7836,0.8875
280,1,0.7219,0.8625,9,0.7929,0.8812
280,2,0.8625,0.975,3,0.7432,0.831
280,3,0.6891,0.9375,3,0.8664,0.9053
280,4,0.6562,0.7781,9,0.8103,0.8732
280,5,0.8844,0.975,3,0.7702,0.8732
280,6,0.775,0.9375,3,0.8102,0.8807
280,7,0.8688,0.9938,2,0.391,0.7731
280,8,0.6586,0.9281,6,0.8211,0.8739
280,9,0.7125,0.9094,6,0.8109,0.8739
280,10,0.5484,0.9938,2,0.4242,0.88
280,11,0.7852,0.8812,6,0.8531,0.8916
280,12,0.3031,0.4031,27,0.7008,0.8586
280,13,0.3975,0.8906,9,0.5179,0.9102
280,14,0.7148,0.9938,2,0.624,0.8421
280,15,0.5687,0.8344,6,0.5932,0.8929
280,16,0.3656,0.4688,24,0.7832,0.8588
280,17,0.6469,0.9094,6,0.7062,0.7931
280,18,0.3937,0.3937,18,0.8686,0.9072
280,19,0.4875,0.6281,21,0.8209,0.8235
280,20,0.4078,0.45,24,0.7733,0.8818
280,21,0.2344,0.3,39,0.8058,0.8259
280,22,0.3281,0.5156,18,0.8274,0.8839
280,23,0.2906,0.4406,99,0.42,0.6477
280,24,0.3406,0.4969,47,0.4519,0.7283
280,25,0.4008,0.5719,9,0.8458,0.9343
280,26,0.2297,0.45,36,0.3977,0.7955
280,27,0.1641,0.3187,39,0.4106,0.8211
285,0,0.6688,0.7406,12,0.7288,0.8776
285,1,0.6919,0.8156,9,0.8193,0.8828
285,2,0.8594,0.9563,6,0.7571,0.9032
285,3,0.668,0.9375,3,0.8595,0.8953
285,4,0.65,0.7781,12,0.8169,0.8558
285,5,0.8625,0.9281,3,0.8578,0.8846
285,6,0.75,0.9281,3,0.8605,0.8846
285,7,0.8688,0.9844,3,0.5865,0.7345
285,8,0.6562,0.8625,9,0.8243,0.8487
285,9,0.7125,0.8906,6,0.8595,0.8828
285,10,0.5367,0.975,3,0.6015,0.8931
285,11,0.7969,0.9187,3,0.8398,0.8846
285,12,0.2969,0.3937,30,0.7935,0.8454
285,13,0.405,0.8719,9,0.5009,0.8924
285,14,0.7266,0.9938,2,0.5772,0.7923
285,15,0.5781,0.8719,3,0.592,0.9268
285,16,0.375,0.4875,24,0.787,0.8537
285,17,0.6469,0.9281,6,0.7366,0.7391
285,18,0.3797,0.3844,33,0.8337,0.835
285,19,0.5062,0.6469,26,0.7914,0.8128
285,20,0.4031,0.4781,36,0.7666,0.8326
285,21,0.225,0.2719,45,0.7951,0.8069
285,22,0.3422,0.5344,24,0.8037,0.8389
285,23,0.3,0.4313,99,0.4315,0.64
285,24,0.3469,0.4875,47,0.4448,0.7186
285,25,0.4219,0.5719,14,0.8412,0.9
285,26,0.2531,0.4969,39,0.3789,0.7578
285,27,0.1688,0.3281,33,0.4233,0.8465
290,0,0.675,0.75,9,0.7326,0.8916
290,1,0.7013,0.8531,9,0.8019,0.8909
290,2,0.8438,0.975,3,0.8052,0.9032
290,3,0.675,0.9281,6,0.8314,0.8909
290,4,0.6469,0.7688,12,0.8139,0.8407
290,5,0.8812,0.9563,3,0.7786,0.85
290,6,0.7625,0.975,3,0.7882,0.9211
290,7,0.8469,0.9938,2,0.4401,0.8657
290,8,0.6609,0.8812,6,0.8473,0.8831
290,9,0.675,0.8719,6,0.8625,0.8905
290,10,0.5508,0.9844,3,0.5352,0.8909
290,11,0.8016,0.9,6,0.811,0.8442
290,12,0.2844,0.3656,36,0.7848,0.8475
290,13,0.4088,0.8625,6,0.5243,0.8882
290,14,0.7078,0.9938,2,0.6354,0.8953
290,15,0.5781,0.8625,6,0.5876,0.88
290,16,0.3375,0.4125,44,0.5906,0.766
290,17,0.6188,0.9094,6,0.6617,0.7931
290,18,0.375,0.4031,21,0.8111,0.8901
290,19,0.5531,0.6937,21,0.7918,0.7979
290,20,0.4078,0.4781,30,0.7795,0.8585
290,21,0.225,0.2812,42,0.7057,0.8174
290,22,0.3516,0.5437,27,0.7904,0.8151
290,23,0.2969,0.4781,90,0.4271,0.6109
290,24,0.3438,0.4969,42,0.4583,0.7391
290,25,0.4195,0.5813,12,0.834,0.9104
290,26,0.2578,0.5062,27,0.4146,0.8291
290,27,0.1641,0.3187,33,0.4243,0.8486
295,0,0.6844,0.7406,6,0.7648,0.9277
295,1,0.7031,0.8531,8,0.7506,0.8909
295,2,0.8406,0.9844,3,0.6919,0.8784
295,3,0.6797,0.9094,6,0.8255,0.8707
295,4,0.6719,0.7781,12,0.7858,0.831
295,5,0.8812,0.9656,3,0.8217,0.9143
295,6,0.7625,0.9656,6,0.6962,0.8216
295,7,0.8688,0.9938,2,0.5611,0.8598
295,8,0.6844,0.9,6,0.8446,0.8929
295,9,0.7125,0.9187,6,0.8475,0.9224
295,10,0.5578,0.9938,2,0.4437,0.8973
295,11,0.7828,0.9656,3,0.8068,0.9022
295,12,0.275,0.3563,36,0.788,0.8475
295,13,0.3994,0.8812,6,0.5191,0.878
295,14,0.6937,0.9938,2,0.6216,0.9155
295,15,0.5844,0.8719,6,0.5541,0.8537
295,16,0.3328,0.4219,44,0.5836,0.7622
295,17,0.5953,0.8719,8,0.8015,0.8049
295,18,0.3422,0.3563,23,0.7451,0.893
295,19,0.5719,0.7031,21,0.8057,0.8324
295,20,0.4031,0.4688,33,0.7751,0.8443
295,21,0.2156,0.2625,30,0.7334,0.8729
295,22,0.3375,0.5344,24,0.8049,0.8389
295,23,0.3063,0.5344,47,0.5101,0.6846
295,24,0.3438,0.5156,42,0.4994,0.7692
295,25,0.4125,0.6,18,0.7857,0.8767
295,26,0.2578,0.5062,21,0.4335,0.8671
295,27,0.15,0.2906,33,0.4273,0.8546
300,0,0.7094,0.7781,9,0.7731,0.8916
300,1,0.7162,0.8906,8,0.7294,0.8846
300,2,0.8344,0.975,3,0.7823,0.8615
300,3,0.6773,0.9187,3,0.8444,0.8846
300,4,0.6906,0.8063,12,0.7708,0.8065
300,5,0.8844,0.9469,3,0.7697,0.8235
300,6,0.7625,0.9469,6,0.7584,0.8156
300,7,0.8656,0.9844,3,0.6423,0.8269
300,8,0.6656,0.8719,6,0.8451,0.8594
300,9,0.7031,0.9187,6,0.8392,0.9016
300,10,0.5602,0.9938,2,0.4201,0.8558
300,11,0.7688,0.9281,9,0.7359,0.8737
300,12,0.2719,0.3563,36,0.7253,0.8512
300,13,0.4069,0.9094,6,0.5107,0.872
300,14,0.675,0.9938,2,0.6131,0.9326
300,15,0.5938,0.8812,6,0.5653,0.8537
300,16,0.3375,0.4125,44,0.5779,0.766
300,17,0.5906,0.8812,8,0.7407,0.7895
300,18,0.3234,0.3563,36,0.7896,0.8414
300,19,0.5672,0.7031,24,0.783,0.8187
300,20,0.4219,0.5062,50,0.7144,0.7453
300,21,0.2016,0.225,39,0.7788,0.8427
300,22,0.3328,0.5437,24,0.8217,0.8356
300,23,0.2844,0.4688,47,0.543,0.7235
300,24,0.3281,0.4969,30,0.5155,0.8137
300,25,0.4242,0.6094,18,0.7937,0.8714
300,26,0.2578,0.5062,21,0.4335,0.8671
300,27,0.15,0.2906,42,0.4075,0.815
305,0,0.7438,0.9094,9,0.8046,0.8879
305,1,0.7706,0.9375,3,0.8043,0.9022
305,2,0.875,0.9938,2,0.548,0.8475
305,3,0.7078,0.9844,3,0.738,0.8879
305,4,0.6562,0.8063,12,0.7664,0.8065
305,5,0.8719,0.9656,3,0.7919,0.8554
305,6,0.7781,0.975,3,0.7019,0.8235
305,7,0.8781,0.9938,2,0.5457,0.8515
305,8,0.6656,0.825,6,0.8436,0.8929
305,9,0.6719,0.8344,9,0.8508,0.9159
305,10,0.5391,0.975,3,0.6016,0.9
305,11,0.7945,0.9187,3,0.7671,0.8846
305,12,0.2812,0.375,45,0.6828,0.8163
305,13,0.4181,0.9656,3,0.4925,0.8802
305,14,0.6703,0.9844,3,0.7559,0.9326
305,15,0.6,0.8906,3,0.5855,0.9143
305,16,0.3844,0.4969,24,0.7001,0.8509
305,17,0.6844,0.9375,3,0.8755,0.9011
305,18,0.3422,0.3656,27,0.8272,0.8761
305,19,0.5484,0.6844,9,0.8118,0.9109
305,20,0.4078,0.5062,27,0.8331,0.8371
305,21,0.2016,0.2344,39,0.7794,0.8408
305,22,0.3281,0.5344,24,0.8074,0.8389
305,23,0.3094,0.4969,42,0.6033,0.8399
305,24,0.3531,0.525,30,0.4929,0.8026
305,25,0.4453,0.6375,12,0.8384,0.904
305,26,0.2719,0.5344,21,0.4295,0.8591
305,27,0.1688,0.3281,27,0.4372,0.8744
310,0,0.7938,0.9469,8,0.7431,0.8558
310,1,0.7781,0.975,3,0.7573,0.8605
310,2,0.8781,0.9938,2,0.5805,0.88
310,3,0.7195,0.9844,3,0.732,0.8776
310,4,0.6844,0.8812,9,0.7493,0.8812
310,5,0.8719,0.9844,3,0.687,0.8636
310,6,0.7781,0.975,3,0.7652,0.8902
310,7,0.85,0.975,3,0.7349,0.8407
310,8,0.6844,0.8812,5,0.8399,0.9032
310,9,0.6719,0.8812,9,0.8319,0.9262
310,10,0.5508,0.9938,2,0.4066,0.8364
310,11,0.8063,0.9563,3,0.7681,0.8043
310,12,0.2687,0.3563,54,0.669,0.7551
310,13,0.3975,0.9187,6,0.5169,0.9011
310,14,0.6727,0.9938,2,0.6568,0.9277
310,15,0.6,0.8906,6,0.5607,0.8537
310,16,0.4313,0.5344,15,0.845,0.8993
310,17,0.7219,0.9,6,0.8069,0.8125
310,18,0.3609,0.3656,27,0.8236,0.8689
310,19,0.4969,0.6,9,0.8257,0.9297
310,20,0.3656,0.4406,27,0.8189,0.8492
310,21,0.2062,0.2344,45,0.7371,0.8163
310,22,0.3328,0.5437,24,0.811,0.8356
310,23,0.3125,0.5062,47,0.5461,0.7865
310,24,0.3719,0.5625,30,0.5088,0.7857
310,25,0.4266,0.6,15,0.8555,0.8828
310,26,0.2391,0.4688,42,0.3765,0.7529
310,27,0.1688,0.3281,33,0.4233,0.8465
315,0,0.7875,0.9375,6,0.7939,0.9077
315,1,0.795,0.9656,3,0.78,0.9053
315,2,0.8812,0.9844,3,0.7092,0.88
315,3,0.7477,0.9656,3,0.8306,0.8784
315,4,0.6937,0.9375,3,0.8313,0.9022
315,5,0.8594,0.9469,6,0.6909,0.7632
315,6,0.7906,0.9469,3,0.8371,0.8591
315,7,0.8594,0.9938,2,0.4734,0.8487
315,8,0.675,0.8812,12,0.761,0.85
315,9,0.6688,0.8438,6,0.8677,0.9244
315,10,0.5508,0.9938,2,0.4188,0.8992
315,11,0.8133,0.9469,3,0.8104,0.8537
315,12,0.2687,0.3563,42,0.6901,0.7961
315,13,0.3956,0.8719,6,0.5156,0.8537
315,14,0.6844,0.9938,2,0.6415,0.8875
315,15,0.6031,0.9094,6,0.5522,0.8636
315,16,0.4734,0.5719,24,0.8149,0.8248
315,17,0.7781,0.9563,3,0.846,0.9062
315,18,0.3844,0.3844,27,0.7944,0.8629
315,19,0.4641,0.5813,12,0.8835,0.9104
315,20,0.3891,0.4781,36,0.7851,0.7857
315,21,0.2062,0.2437,39,0.6939,0.8388
315,22,0.3516,0.5719,18,0.8588,0.8686
315,23,0.325,0.4969,47,0.559,0.8195
315,24,0.375,0.5531,36,0.4896,0.7483
315,25,0.4242,0.6094,12,0.8258,0.904
315,26,0.2391,0.4688,42,0.3765,0.7529
315,27,0.1734,0.3375,45,0.3939,0.7877
320,0,0.7812,0.9281,3,0.8666,0.8828
320,1,0.8119,0.9563,6,0.7266,0.8676
320,2,0.9156,0.9938,2,0.5616,0.8723
320,3,0.7523,0.9375,3,0.8456,0.9143
320,4,0.6844,0.9563,3,0.7677,0.8421
320,5,0.8656,0.975,3,0.7218,0.8235
320,6,0.825,0.9844,3,0.6812,0.8846
320,7,0.8438,0.9938,2,0.488,0.8168
320,8,0.6867,0.9469,5,0.7882,0.8875
320,9,0.6469,0.8625,6,0.8615,0.9143
320,10,0.5437,0.9938,2,0.4213,0.904
320,11,0.825,0.9469,6,0.7235,0.8723
320,12,0.2687,0.3375,54,0.686,0.7458
320,13,0.4031,0.8812,3,0.5227,0.9211
320,14,0.6891,0.975,3,0.7852,0.8784
320,15,0.6188,0.9375,3,0.564,0.85
320,16,0.4781,0.5813,24,0.8129,0.8209
320,17,0.7688,0.9281,3,0.8748,0.88
320,18,0.4219,0.45,27,0.8111,0.8608
320,19,0.4313,0.5625,12,0.85,0.9143
320,20,0.3422,0.4313,36,0.7756,0.8022
320,21,0.2109,0.2531,54,0.7179,0.7741
320,22,0.3516,0.5531,18,0.8157,0.8741
320,23,0.3125,0.5062,42,0.5691,0.7904
320,24,0.3687,0.5719,27,0.5258,0.8029
320,25,0.4453,0.675,21,0.7924,0.8435
320,26,0.2531,0.4969,50,0.3447,0.6894
320,27,0.1734,0.3375,57,0.3656,0.7311
325,0,0.7969,0.9281,3,0.8268,0.8696
325,1,0.8287,0.9844,3,0.7149,0.8846
325,2,0.9313,0.975,3,0.7744,0.8696
325,3,0.7547,0.9187,3,0.8468,0.8966
325,4,0.6813,0.9187,6,0.7158,0.7717
325,5,0.8719,0.9656,3,0.8,0.8442
325,6,0.825,0.9656,3,0.7776,0.8125
325,7,0.8375,0.9938,2,0.4174,0.7
325,8,0.6844,0.8906,6,0.8323,0.8831
325,9,0.6531,0.825,6,0.8674,0.8992
325,10,0.5391,0.9938,2,0.4063,0.854
325,11,0.8367,0.9187,6,0.7682,0.8636
325,12,0.2594,0.3281,57,0.6689,0.7521
325,13,0.405,0.8719,9,0.4957,0.8383
325,14,0.6961,0.9938,2,0.6416,0.8615
325,15,0.6219,0.9187,3,0.5545,0.8846
325,16,0.5203,0.6375,12,0.8148,0.8966
325,17,0.7734,0.8906,3,0.9026,0.9143
325,18,0.4359,0.4688,24,0.8401,0.8743
325,19,0.4406,0.5531,15,0.8289,0.8951
325,20,0.3187,0.4031,36,0.7833,0.8115
325,21,0.2156,0.2625,54,0.6826,0.7712
325,22,0.3703,0.5813,15,0.7842,0.8881
325,23,0.3094,0.5156,36,0.5422,0.7677
325,24,0.3594,0.5531,27,0.5363,0.8112
325,25,0.4547,0.7125,12,0.8121,0.8696
325,26,0.2625,0.5156,18,0.4419,0.8839
325,27,0.1781,0.3469,48,0.3852,0.7703
330,0,0.8125,0.9563,3,0.8,0.8407
330,1,0.8231,0.975,3,0.7438,0.8784
330,2,0.9156,0.9938,2,0.5252,0.8684
330,3,0.757,0.9469,3,0.8378,0.8723
330,4,0.6969,0.9281,3,0.762,0.8696
330,5,0.8625,0.9563,3,0.8203,0.8723
330,6,0.8063,0.9469,3,0.8703,0.9178
330,7,0.8156,0.9844,3,0.6315,0.8235
330,8,0.6914,0.9,6,0.7993,0.8125
330,9,0.6312,0.8156,9,0.8167,0.8475
330,10,0.5531,0.9938,2,0.4394,0.8905
330,11,0.832,0.9,9,0.7614,0.82
330,12,0.2625,0.3281,45,0.6864,0.8163
330,13,0.4069,0.9094,12,0.4944,0.8765
330,14,0.6961,0.9938,2,0.6234,0.8983
330,15,0.6125,0.9094,3,0.5697,0.8966
330,16,0.525,0.6844,12,0.8445,0.8812
330,17,0.8063,0.9469,3,0.8557,0.8879
330,18,0.4125,0.45,24,0.832,0.88
330,19,0.4359,0.5344,15,0.8152,0.8993
330,20,0.3141,0.3656,36,0.7842,0.8227
330,21,0.2203,0.2531,51,0.6856,0.7866
330,22,0.3844,0.6,21,0.824,0.8359
330,23,0.3,0.4969,36,0.5438,0.7764
330,24,0.3438,0.4969,35,0.5123,0.7977
330,25,0.4547,0.6656,21,0.7985,0.839
330,26,0.2531,0.4969,26,0.4193,0.8385
330,27,0.1734,0.3375,48,0.3868,0.7736
335,0,0.7812,0.8906,6,0.8288,0.831
335,1,0.8137,0.9375,3,0.7505,0.8916
335,2,0.9062,0.9938,2,0.5428,0.8684
335,3,0.7453,0.9281,6,0.8193,0.8723
335,4,0.6937,0.9094,3,0.7735,0.8966
335,5,0.8594,0.9469,3,0.8325,0.88
335,6,0.8156,0.9938,2,0.5745,0.8846
335,7,0.8375,0.9656,3,0.7211,0.7891
335,8,0.6797,0.8531,6,0.8576,0.8983
335,9,0.6219,0.8156,6,0.8491,0.8983
335,10,0.5461,0.9938,2,0.442,0.8881
335,11,0.832,0.9187,6,0.8246,0.8515
335,12,0.25,0.3469,57,0.6556,0.7273
335,13,0.3919,0.8531,6,0.5487,0.8723
335,14,0.6844,0.9938,2,0.6357,0.9032
335,15,0.6,0.9,3,0.611,0.9268
335,16,0.5062,0.6562,18,0.8187,0.8364
335,17,0.7969,0.9187,9,0.7404,0.8269
335,18,0.4313,0.4781,24,0.8253,0.8782
335,19,0.4688,0.5531,24,0.7714,0.8322
335,20,0.3141,0.3656,48,0.7356,0.7635
335,21,0.225,0.2719,51,0.6738,0.7811
335,22,0.3656,0.5719,21,0.7635,0.8467
335,23,0.3094,0.5062,36,0.5374,0.7722
335,24,0.375,0.5531,21,0.5453,0.8531
335,25,0.4758,0.7125,17,0.8245,0.843
335,26,0.2625,0.5156,33,0.3935,0.7871
335,27,0.1828,0.3563,33,0.4199,0.8398
340,0,0.7938,0.9187,9,0.7516,0.8318
340,1,0.8156,0.9281,6,0.7115,0.8125
340,2,0.8906,0.975,3,0.7304,0.7857
340,3,0.7359,0.9469,3,0.8344,0.8983
340,4,0.7,0.9375,3,0.7576,0.8953
340,5,0.8688,0.9844,3,0.7181,0.8868
340,6,0.8,0.9563,3,0.8193,0.8792
340,7,0.8344,0.9844,3,0.65,0.7857
340,8,0.675,0.8719,6,0.8479,0.8953
340,9,0.6125,0.75,6,0.8557,0.925
340,10,0.5109,0.9844,5,0.4303,0.8792
340,11,0.8227,0.9187,6,0.7679,0.88
340,12,0.2406,0.3469,36,0.7101,0.8278
340,13,0.3844,0.8625,9,0.5556,0.8681
340,14,0.6844,0.9938,2,0.6568,0.9155
340,15,0.5906,0.8812,6,0.5686,0.8636
340,16,0.525,0.675,18,0.8185,0.8269
340,17,0.7969,0.9469,3,0.8454,0.8673
340,18,0.4313,0.4594,24,0.8273,0.8743
340,19,0.4734,0.5437,15,0.768,0.8973
340,20,0.3281,0.375,39,0.746,0.805
340,21,0.2297,0.2625,51,0.7227,0.7839
340,22,0.3516,0.5625,21,0.7359,0.85
340,23,0.2906,0.4781,45,0.3934,0.7305
340,24,0.375,0.5625,30,0.5214,0.7857
340,25,0.4617,0.7406,17,0.7769,0.8043
340,26,0.2484,0.4875,36,0.3902,0.7805
340,27,0.1688,0.3281,27,0.4372,0.8744
345,0,0.7906,0.9281,9,0.6816,0.9182
345,1,0.8137,0.9094,6,0.8062,0.8605
345,2,0.8781,0.9563,3,0.8112,0.8393
345,3,0.7547,0.9844,3,0.7444,0.8868
345,4,0.7,0.9656,3,0.671,0.8737
345,5,0.8375,0.9187,6,0.7928,0.8929
345,6,0.7656,0.9656,6,0.7144,0.8466
345,7,0.8156,0.9938,2,0.5572,0.8481
345,8,0.6867,0.8906,6,0.8068,0.8615
